Search title,narwhal semitryp,,,,,,,,,,,
213,1,RefSeq_Narwhal,XP_029062696.1,48,47596,2,2,2,2,0.22,0.09,"beta-1,4-glucuronyltransferase 1 [Monodon monoceros]"
236,1,RefSeq_Narwhal,XP_029060339.1,40,23472,1,1,1,1,0.22,0.05,ADP-ribosylation factor 3 isoform X1 [Monodon monoceros]
258,1,RefSeq_Narwhal,XP_029098764.1,31,50648,2,2,1,1,0.21,0.06,hyaluronidase-1 [Monodon monoceros]
132,1,RefSeq_Narwhal,XP_029083715.1,113,51755,2,2,2,2,0.2,0.06,adenylyl cyclase-associated protein 1 isoform X1 [Monodon monoceros]
210,1,RefSeq_Narwhal,XP_029090297.1,50,25996,1,1,1,1,0.2,0.08,proteasome subunit alpha type-2 [Monodon monoceros]
248,1,RefSeq_Narwhal,XP_029061472.1,35,25971,1,1,1,1,0.2,0.06,insulin-like growth factor-binding protein 6 [Monodon monoceros]
128,1,RefSeq_Narwhal,XP_029074737.1,121,108269,4,4,3,3,0.19,0.07,thrombospondin-4 [Monodon monoceros]
149,1,RefSeq_Narwhal,XP_029093841.1,92,133738,5,5,5,5,0.19,0.06,thrombospondin-1 isoform X1 [Monodon monoceros]
159,1,RefSeq_Narwhal,XP_029075582.1,80,55122,2,2,2,2,0.19,0.05,phospholipid transfer protein isoform X1 [Monodon monoceros]
117,1,RefSeq_Narwhal,XP_029067539.1,151,87709,4,4,3,3,0.18,0.04,cadherin-5 [Monodon monoceros]
160,1,RefSeq_Narwhal,XP_029072634.1,79,27943,1,1,1,1,0.18,0.06,proteasome subunit alpha-type 8 [Monodon monoceros]
180,1,RefSeq_Narwhal,XP_029076639.1,64,28211,1,1,1,1,0.18,0.05,BPI fold-containing family A member 1 [Monodon monoceros]
217,1,RefSeq_Narwhal,XP_029056917.1,47,28900,1,1,1,1,0.18,0.11,phosphoglycerate mutase 1 [Monodon monoceros]
229,1,RefSeq_Narwhal,XP_029065975.1,42,58434,2,2,2,2,0.18,0.06,nectin-2 isoform X1 [Monodon monoceros]
157,1,RefSeq_Narwhal,XP_029100963.1,81,59707,2,2,2,2,0.17,0.06,prosaposin isoform X2 [Monodon monoceros]
198,1,RefSeq_Narwhal,XP_029084110.1,54,29228,1,1,1,1,0.17,0.05,tropomyosin alpha-3 chain isoform X1 [Monodon monoceros]
246,1,RefSeq_Narwhal,XP_029062227.1,35,29556,1,1,1,1,0.17,0.03,spindle and kinetochore-associated protein 1 [Monodon monoceros]
181,1,RefSeq_Narwhal,XP_029082795.1,64,30869,1,1,1,1,0.16,0.06,lymphocyte function-associated antigen 3 [Monodon monoceros]
261,1,RefSeq_Narwhal,XP_029084175.1,30,32282,1,1,1,1,0.16,0.03,protein-S-isoprenylcysteine O-methyltransferase [Monodon monoceros]
270,1,RefSeq_Narwhal,XP_029087268.1,24,31411,1,1,1,1,0.16,0.06,protein CREG2 isoform X1 [Monodon monoceros]
241,1,RefSeq_Narwhal,XP_029074982.1,37,33276,1,1,1,1,0.15,0.03,neutrophil elastase [Monodon monoceros]
259,1,RefSeq_Narwhal,XP_029099880.1,31,33766,1,1,1,1,0.15,0.03,LOW QUALITY PROTEIN: very-long-chain 3-oxoacyl-CoA reductase-B-like [Monodon monoceros]
134,1,RefSeq_Narwhal,XP_029059146.1,110,72449,2,2,2,2,0.14,0.04,endoplasmic reticulum chaperone BiP [Monodon monoceros]
225,1,RefSeq_Narwhal,XP_029075129.1,43,73040,2,2,2,2,0.14,0.07,vasorin [Monodon monoceros]
81,1,RefSeq_Narwhal,XP_029060196.1,287,320677,8,8,8,8,0.13,0.05,von Willebrand factor isoform X1 [Monodon monoceros]
114,1,RefSeq_Narwhal,XP_029058383.1,158,273428,7,7,7,7,0.13,0.04,talin-1 isoform X1 [Monodon monoceros]
118,1,RefSeq_Narwhal,XP_029100658.1,150,75283,2,2,2,2,0.13,0.05,deleted in malignant brain tumors 1 protein [Monodon monoceros]
174,1,RefSeq_Narwhal,XP_029084070.1,67,77505,2,2,2,2,0.13,0.05,mannan-binding lectin serine protease 2 isoform X1 [Monodon monoceros]
175,1,RefSeq_Narwhal,XP_029097575.1,67,37812,1,1,1,1,0.13,0.05,ly6/PLAUR domain-containing protein 3 [Monodon monoceros]
197,1,RefSeq_Narwhal,XP_029077588.1,55,39948,1,1,1,1,0.13,0.06,fructose-bisphosphate aldolase A [Monodon monoceros]
220,1,RefSeq_Narwhal,XP_029074371.1,46,39599,1,1,1,1,0.13,0.02,UV excision repair protein RAD23 homolog A isoform X1 [Monodon monoceros]
167,1,RefSeq_Narwhal,XP_029074814.1,72,84830,2,2,2,2,0.12,0.04,cartilage oligomeric matrix protein [Monodon monoceros]
235,1,RefSeq_Narwhal,XP_029099597.1,40,40610,1,1,1,1,0.12,0.04,vasodilator-stimulated phosphoprotein isoform X1 [Monodon monoceros]
267,1,RefSeq_Narwhal,XP_029063744.1,28,42325,1,1,1,1,0.12,0.03,pepsin A-5 [Monodon monoceros]
239,1,RefSeq_Narwhal,XP_029066122.1,39,44759,1,1,1,1,0.11,0.04,lysosome-associated membrane glycoprotein 1 isoform X1 [Monodon monoceros]
240,1,RefSeq_Narwhal,XP_029083640.1,38,45736,1,1,1,1,0.11,0.03,serpin B10 isoform X1 [Monodon monoceros]
183,1,RefSeq_Narwhal,XP_029060313.1,63,50804,1,1,1,1,0.1,0.03,tubulin alpha-1B chain isoform X3 [Monodon monoceros]
194,1,RefSeq_Narwhal,XP_029066423.1,56,50801,1,1,1,1,0.1,0.03,coagulation factor VII [Monodon monoceros]
211,1,RefSeq_Narwhal,XP_029059353.1,49,50255,1,1,1,1,0.1,0.02,tubulin beta-4B chain [Monodon monoceros]
252,1,RefSeq_Narwhal,XP_029077811.1,33,47402,1,1,1,1,0.1,0.02,neuronal pentraxin-2 [Monodon monoceros]
269,1,RefSeq_Narwhal,XP_029066317.1,25,50592,1,1,1,1,0.1,0.02,endothelin receptor type B [Monodon monoceros]
271,1,RefSeq_Narwhal,XP_029092146.1,24,48580,1,1,1,1,0.1,0.04,chromogranin-A isoform X1 [Monodon monoceros]
107,1,RefSeq_Narwhal,XP_029076453.1,168,162620,3,3,3,3,0.09,0.03,attractin isoform X1 [Monodon monoceros]
155,1,RefSeq_Narwhal,XP_029072425.1,82,108004,3,3,2,2,0.09,0.03,macrophage colony-stimulating factor 1 receptor [Monodon monoceros]
172,1,RefSeq_Narwhal,XP_029087915.1,69,111566,2,2,2,2,0.09,0.04,tyrosine-protein kinase Mer isoform X1 [Monodon monoceros]
249,1,RefSeq_Narwhal,XP_029078093.1,34,54749,1,1,1,1,0.09,0.01,membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [Monodon monoceros]
251,1,RefSeq_Narwhal,XP_029099276.1,34,55787,1,1,1,1,0.09,0.02,xaa-Pro dipeptidase [Monodon monoceros]
265,1,RefSeq_Narwhal,XP_029085680.1,28,55646,1,1,1,1,0.09,0.02,N-fatty-acyl-amino acid synthase/hydrolase PM20D1 [Monodon monoceros]
272,1,RefSeq_Narwhal,XP_029063884.1,24,52900,1,1,1,1,0.09,0.02,dipeptidyl peptidase 1 isoform X1 [Monodon monoceros]
158,1,RefSeq_Narwhal,XP_029080081.1,80,58076,1,1,1,1,0.08,0.03,pantetheinase isoform X1 [Monodon monoceros]
164,1,RefSeq_Narwhal,XP_029071321.1,76,60593,1,1,1,1,0.08,0.05,carboxypeptidase N subunit 2 [Monodon monoceros]
170,1,RefSeq_Narwhal,XP_029098311.1,70,63080,1,1,1,1,0.08,0.03,glucose-6-phosphate isomerase [Monodon monoceros]
190,1,RefSeq_Narwhal,XP_029064975.1,57,62513,1,1,1,1,0.08,0.03,4F2 cell-surface antigen heavy chain [Monodon monoceros]
204,1,RefSeq_Narwhal,XP_029085105.1,52,61763,1,1,1,1,0.08,0.03,complement decay-accelerating factor isoform X1 [Monodon monoceros]
208,1,RefSeq_Narwhal,XP_029060223.1,51,59539,1,1,1,1,0.08,0.03,bridging integrator 2 isoform X1 [Monodon monoceros]
223,1,RefSeq_Narwhal,XP_029066990.1,45,63486,1,1,1,1,0.08,0.02,platelet glycoprotein Ib alpha chain [Monodon monoceros]
253,1,RefSeq_Narwhal,XP_029074600.1,33,59510,1,1,1,1,0.08,0.03,intercellular adhesion molecule 1 [Monodon monoceros]
264,1,RefSeq_Narwhal,XP_029074612.1,28,62410,1,1,1,1,0.08,0.03,N-acetylmuramoyl-L-alanine amidase [Monodon monoceros]
8,2,RefSeq_Narwhal,XP_029064407.1,169,132387,3,3,2,2,0.07,0.01,hephaestin-like protein 1 isoform X1 [Monodon monoceros]
156,1,RefSeq_Narwhal,XP_029084194.1,82,197356,3,3,3,3,0.07,0.02,coagulation factor V isoform X3 [Monodon monoceros]
191,1,RefSeq_Narwhal,XP_029090286.1,56,136725,2,2,2,2,0.07,0.02,epidermal growth factor receptor isoform X1 [Monodon monoceros]
224,1,RefSeq_Narwhal,XP_029069584.1,43,70773,1,1,1,1,0.07,0.02,LOW QUALITY PROTEIN: protein phosphatase 2C-like domain-containing protein 1 [Monodon monoceros]
231,1,RefSeq_Narwhal,XP_029062805.1,41,69120,1,1,1,1,0.07,0.02,autophagy-related protein 16-2 isoform X1 [Monodon monoceros]
234,1,RefSeq_Narwhal,XP_029063810.1,40,71424,1,1,1,1,0.07,0.02,heat shock cognate 71 kDa protein [Monodon monoceros]
250,1,RefSeq_Narwhal,XP_029096146.1,34,67931,1,1,1,1,0.07,0.02,moesin [Monodon monoceros]
256,1,RefSeq_Narwhal,XP_029069027.1,32,67883,1,1,1,1,0.07,0.03,progranulin isoform X1 [Monodon monoceros]
268,1,RefSeq_Narwhal,XP_029056919.1,26,69228,1,1,1,1,0.07,0.01,ectonucleoside triphosphate diphosphohydrolase 7 isoform X1 [Monodon monoceros]
150,1,RefSeq_Narwhal,XP_029065812.1,91,87709,1,1,1,1,0.06,0.02,periostin isoform X1 [Monodon monoceros]
165,1,RefSeq_Narwhal,XP_029058657.1,73,227291,3,3,3,3,0.06,0.02,tenascin isoform X1 [Monodon monoceros]
186,1,RefSeq_Narwhal,XP_029061943.1,59,88099,1,1,1,1,0.06,0.01,chondroadherin-like protein isoform X1 [Monodon monoceros]
188,1,RefSeq_Narwhal,XP_029088877.1,58,83653,1,1,1,1,0.06,0.02,voltage-dependent calcium channel subunit alpha-2/delta-1 [Monodon monoceros]
195,1,RefSeq_Narwhal,XP_029081236.1,55,88356,1,1,1,1,0.06,0.02,prolyl endopeptidase FAP [Monodon monoceros]
228,1,RefSeq_Narwhal,XP_029064259.1,43,76115,1,1,1,1,0.06,0.02,fermitin family homolog 3 [Monodon monoceros]
262,1,RefSeq_Narwhal,XP_029089398.1,29,88312,1,1,1,1,0.06,0.02,caldesmon isoform X1 [Monodon monoceros]
179,1,RefSeq_Narwhal,XP_029096182.1,64,283187,3,3,3,3,0.05,0.02,filamin-A isoform X1 [Monodon monoceros]
207,1,RefSeq_Narwhal,XP_029072371.1,52,181553,2,2,1,1,0.05,0.01,ras GTPase-activating-like protein IQGAP2 isoform X1 [Monodon monoceros]
242,1,RefSeq_Narwhal,XP_029094626.1,36,103566,1,1,1,1,0.05,0.01,alpha-actinin-1 isoform X1 [Monodon monoceros]
244,1,RefSeq_Narwhal,XP_029072079.1,36,101606,1,1,1,1,0.05,0.01,bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 [Monodon monoceros]
255,1,RefSeq_Narwhal,XP_029092730.1,32,104254,1,1,1,1,0.05,0.02,neuropilin-1 isoform X1 [Monodon monoceros]
273,1,RefSeq_Narwhal,XP_029091251.1,24,96721,1,1,1,1,0.05,0.02,follistatin-related protein 5 isoform X1 [Monodon monoceros]
209,1,RefSeq_Narwhal,XP_029094374.1,51,132908,1,1,1,1,0.04,0.01,protogenin [Monodon monoceros]
247,1,RefSeq_Narwhal,XP_029070160.1,35,111895,1,1,1,1,0.04,0.01,ephrin type-A receptor 3 isoform X1 [Monodon monoceros]
257,1,RefSeq_Narwhal,XP_029073059.1,32,113754,1,1,1,1,0.04,0.01,lysosomal alpha-mannosidase [Monodon monoceros]
173,1,RefSeq_Narwhal,XP_029087049.1,68,167484,1,1,1,1,0.03,0.01,complement receptor type 2 isoform X1 [Monodon monoceros]
215,1,RefSeq_Narwhal,XP_029058155.1,48,176848,1,1,1,1,0.03,0.01,coiled-coil domain-containing protein 180 isoform X1 [Monodon monoceros]
218,1,RefSeq_Narwhal,XP_029076538.1,47,140938,1,1,1,1,0.03,0.01,caspase recruitment domain-containing protein 11 isoform X1 [Monodon monoceros]
243,1,RefSeq_Narwhal,XP_029096617.1,36,191796,1,1,1,1,0.03,0.01,BCL-6 corepressor-like protein 1 isoform X1 [Monodon monoceros]
200,1,RefSeq_Narwhal,XP_029088828.1,53,209620,1,1,1,1,0.02,0.01,laminin subunit beta-1 isoform X1 [Monodon monoceros]
237,1,RefSeq_Narwhal,XP_029094619.1,40,307130,1,1,1,1,0.02,0,A-kinase anchor protein 13 isoform X1 [Monodon monoceros]
260,1,RefSeq_Narwhal,XP_029059455.1,31,550149,1,1,1,1,0.01,0,LOW QUALITY PROTEIN: hemicentin-2 [Monodon monoceros]
263,1,RefSeq_Narwhal,XP_029067654.1,29,515906,1,1,1,1,0.01,0,"dynein heavy chain 9, axonemal [Monodon monoceros]"
